MNL	BWN	2.3333333333333335
MNL	PNH	2.9166666666666665
MNL	CGK	4.416666666666667
MNL	DPS	4.15
MNL	KUL	4.083333333333333
MNL	BKI	2.25
MNL	SIN	4.083333333333333
MNL	BKK	3.75
MNL	SGN	3.0
MNL	HAN	3.5833333333333335
MNL	DAD	3.0833333333333335
BWN	MNL	2.3333333333333335
BWN	CGK	2.4166666666666665
BWN	SUB	2.25
BWN	KUL	2.5
BWN	BKI	0.6666666666666666
BWN	KCH	1.3333333333333333
BWN	BKK	2.75
BWN	SGN	1.9166666666666665
BWN	SIN	2.3333333333333335
PNH	CGK	3.1666666666666665
PNH	SAI	1.0
PNH	VTE	1.5833333333333335
PNH	KUL	2.0
PNH	RGN	2.0
PNH	MNL	3.0833333333333335
PNH	SIN	2.25
PNH	BKK	1.3333333333333333
PNH	SGN	1.3333333333333333
PNH	HAN	1.9166666666666665
SAI	BKK	1.5
SAI	PNH	0.9166666666666666
SAI	DAD	1.9166666666666665
SAI	HAN	1.75
SAI	SGN	1.5
SAI	PKZ	1.0
CGK	BWN	2.5
CGK	PNH	3.0
CGK	DPS	2.3333333333333335
CGK	KCH	2.1666666666666665
CGK	KUL	2.3333333333333335
CGK	MNL	4.666666666666667
CGK	SIN	2.1666666666666665
CGK	BKK	3.75
CGK	SGN	3.4166666666666665
DPS	CGK	2.1666666666666665
DPS	KUL	3.25
DPS	MNL	4.416666666666667
DPS	SIN	2.8333333333333335
DPS	BKK	4.25
DPS	SGN	4.25
DPS	HAN	5.25
SUB	SIN	2.75
SUB	KUL	2.75
SUB	DPS	1.0833333333333333
SUB	CGK	1.6666666666666665
SUB	BWN	2.25
CGK	SUB	1.8333333333333335
DPS	SUB	1.1666666666666667
KUL	BWN	2.5
KUL	PNH	2.0
KUL	CGK	2.5
KUL	DPS	3.3333333333333335
KUL	VTE	2.75
KUL	KCH	2.0
KUL	BKI	2.75
KUL	RGN	2.75
KUL	MNL	4.5
KUL	SIN	1.4166666666666667
KUL	SUB	2.8333333333333335
KUL	BKK	2.4166666666666665
KUL	SGN	2.5
KUL	HAN	3.5
KUL	DAD	2.8333333333333335
BKI	SIN	2.4166666666666665
BKI	MNL	2.1666666666666665
BKI	BWN	0.6666666666666666
KCH	SIN	1.5833333333333335
KCH	BKI	1.5
KCH	KUL	2.0
KCH	CGK	2.1666666666666665
KCH	BWN	1.3333333333333333
VTE	PNH	1.5
VTE	KUL	2.75
VTE	SIN	2.9166666666666665
VTE	BKK	1.4166666666666667
VTE	PKZ	1.5833333333333335
PKZ	SGN	1.5833333333333335
PKZ	SAI	1.0
VTE	HAN	1.5
PKZ	VTE	1.5833333333333335
RGN	PNH	2.0
RGN	SIN	3.25
RGN	BKK	1.5
RGN	SGN	2.5
RGN	HAN	2.0
SIN	BWN	2.25
SIN	PNH	2.4166666666666665
SIN	CGK	2.1666666666666665
SIN	SUB	2.5833333333333335
SIN	DPS	3.0
SIN	VTE	3.0
SIN	KUL	1.4166666666666667
SIN	BKI	2.5833333333333335
SIN	BKK	2.8333333333333335
SIN	SGN	2.5
SIN	HAN	3.6666666666666665
SIN	DAD	2.9166666666666665
BKK	BWN	2.75
BKK	PNH	1.3333333333333333
BKK	CGK	3.8333333333333335
BKK	DPS	4.416666666666667
BKK	VTE	1.3333333333333333
BKK	KUL	2.5
BKK	RGN	1.5
BKK	MNL	3.75
BKK	SIN	2.6666666666666665
BKK	SGN	2.0
BKK	HAN	2.1666666666666665
BKK	DAD	1.6666666666666665
SGN	BWN	2.0833333333333335
SGN	PNH	1.0
SGN	CGK	3.3333333333333335
SGN	DPS	4.166666666666667
SGN	PKZ	1.5833333333333335
SGN	KUL	2.5
SGN	RGN	2.5
SGN	MNL	3.3333333333333335
SGN	SIN	2.5
SGN	BKK	1.8333333333333335
SGN	HAN	2.8333333333333335
SGN	SAI	1.5
SGN	DAD	1.5833333333333335
HAN	PNH	2.0
HAN	DPS	5.583333333333333
HAN	VTE	1.3333333333333333
HAN	KUL	3.6666666666666665
HAN	RGN	2.0
HAN	MNL	4.0
HAN	SIN	3.9166666666666665
HAN	BKK	2.1666666666666665
HAN	SAI	1.8333333333333335
HAN	DAD	1.5833333333333335
DAD	KUL	3.0
DAD	MNL	2.9166666666666665
DAD	SIN	3.0
DAD	BKK	1.6666666666666665
DAD	SGN	1.8333333333333335
DAD	SAI	2.0
DAD	HAN	1.8333333333333335
BKI	KUL	2.8333333333333335
